lambda,N_lambda
3.198517396252226e-09,1
0.0037419990100449794,2
0.012649409314921962,3
0.030428637398465613,4
0.05000302434309218,5
0.06732940911948526,6
0.08529362473305604,7
0.09535461836084806,8
0.10987279544717417,9
0.11812968825363494,10
0.1337690909330735,11
0.14138969278089505,12
0.15346064355418101,13
0.17094324053421642,14
0.1841175711175479,15
0.18691272724255387,16
0.19761356484566722,17
0.1994478407842549,18
0.2155058411503239,19
0.23162224227418216,20
0.23713624295385016,21
0.25724994906347065,22
0.25918577967182976,23
0.2615280957006283,24
0.2628153824650121,25
0.26497596035156734,26
0.2751182131261567,27
0.2790514855339546,28
0.2839314834553053,29
0.2883456995775857,30
0.2936419128073916,31
0.29892837717331755,32
0.3031474584932646,33
0.3080966120833382,34
0.3143721329814507,35
0.31685274960478926,36
0.3194397346694336,37
0.3242345525283305,38
0.32945460534524434,39
0.33246017872768024,40
0.34076449728284064,41
0.34180875513903186,42
0.3444159204713416,43
0.34945564473087326,44
0.35077728107900025,45
0.3539623364808145,46
0.3572027635501251,47
0.36287769062184805,48
0.36584728947468015,49
0.3691813147095282,50
0.3741708490008469,51
0.3785576689883395,52
0.3815279439814221,53
0.3818931451919456,54
0.386107053251052,55
0.38907428687616247,56
0.3928215768562653,57
0.3958623674318947,58
0.3972540683185318,59
0.4013051296704156,60
0.40340853950527056,61
0.4059151586524417,62
0.40725288455634645,63
0.41082390900889415,64
0.41714802936382434,65
0.4182875247494614,66
0.419123295347057,67
0.4210281683546877,68
0.4224718468613744,69
0.42578525617705193,70
0.42903383859001404,71
0.4292358023111906,72
0.43270909008747366,73
0.4377425998089363,74
0.43961658501783996,75
0.44032018697579456,76
0.4483408102419799,77
0.44928225811351274,78
0.4502625466400825,79
0.45166578409488384,80
0.4537400369954312,81
0.45434425694124403,82
0.4557545998142115,83
0.4592512170011667,84
0.4631696141451739,85
0.46505295054216894,86
0.4686050474187759,87
0.46895916907939256,88
0.4710625663995022,89
0.47360891578653797,90
0.4752746842641241,91
0.4768879849185162,92
0.47786598113738116,93
0.4843662674074719,94
0.48552034430243696,95
0.4873383985414375,96
0.48904457375225624,97
0.489769556237476,98
0.4915895894785853,99
0.492440619129766,100
0.4959973270112619,101
0.4968683012107412,102
0.49897721710778686,103
0.5019096696866383,104
0.5034127918435439,105
0.506002544653994,106
0.5071955284036948,107
0.5083907841886879,108
0.5129102271576109,109
0.514779288448777,110
0.5149634382266358,111
0.5176108009911708,112
0.518701871870991,113
0.5204184353769712,114
0.5217348924868869,115
0.5227255447034834,116
0.5237119018857249,117
0.5259973869450028,118
0.5262972383977478,119
0.5285266958337883,120
0.5306479847079238,121
0.5343880804409845,122
0.5366374750947646,123
0.538071096449445,124
0.5394969265245055,125
0.5426162422968857,126
0.5445361846947353,127
0.545424672265462,128
0.5472483499441013,129
0.5484175391788007,130
0.5499906437278006,131
0.5504140988272641,132
0.5534964076709522,133
0.5546770671033545,134
0.55616209350754,135
0.5571213763258744,136
0.5585711255214096,137
0.5594914987793764,138
0.5613089625661557,139
0.5637731722514816,140
0.5662921453959817,141
0.5669387264519067,142
0.5682206495730204,143
0.5699922789063251,144
0.5728042284148257,145
0.573553163666813,146
0.573901045511507,147
0.5744751181191572,148
0.5760256631832135,149
0.5779870216327988,150
0.5809089170802795,151
0.5814174902471761,152
0.5834110291784818,153
0.5843815767694372,154
0.5858578850484868,155
0.5876727174271568,156
0.5881840335224847,157
0.5905370780800396,158
0.5916868176640123,159
0.5928478774772373,160
0.5941997329388055,161
0.5961211903091254,162
0.5969833721138109,163
0.5979317154144511,164
0.5985167706249247,165
0.5997033685776629,166
0.6011159510109431,167
0.6025305256427675,168
0.6038896611726653,169
0.6054761197572258,170
0.6078128341066588,171
0.6099022434656242,172
0.6102848058525783,173
0.6113315644900048,174
0.6129575553389187,175
0.613221473274383,176
0.614519469453803,177
0.6151187653743599,178
0.6160302493684333,179
0.6194846808155747,180
0.6205063698389055,181
0.6208110059805294,182
0.6213266733513464,183
0.6230366273397175,184
0.623834573467311,185
0.6257936753912312,186
0.6271803477230082,187
0.6277973526674568,188
0.628268541209987,189
0.6292913086709575,190
0.6312573838525771,191
0.632218107141927,192
0.6338103775298014,193
0.63505316784005,194
0.6354881773811679,195
0.637330436305228,196
0.638460635351684,197
0.6391232765900055,198
0.6399082002547973,199
0.6405873884449751,200
